url,credibility,description
https://www.facebook.com/WOMENSRIGHTSNEWS/,low,fake_news
https://www.worldgreynews.com/,low,fake_news
https://www.wnd.com/,low,fake_news
https://www.worldstarhiphop.com/,low,fake_news
https://wyandottetimes.com/,low,fake_news
http://www.news.cn/,low,fake_news
http://www.xinhuanet.com/english/home.htm,low,fake_news
https://yavapainews.com/,low,fake_news
https://yellowhammertimes.com/,low,fake_news
https://yaliberty.org/,low,fake_news
https://www.yc.news/,low,fake_news
https://yournews.com/,low,fake_news
https://yubasuttertimes.com/,low,fake_news
https://z3news.com/,low,fake_news
https://zenith.news/,low,fake_news
